<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RTSI,D,01/02/17,00:00:00,1162.0800000,1167.5300000,1156.8600000,1167.5300000,482731490
RTSI,D,02/02/17,00:00:00,1169.2100000,1181.4400000,1167.5600000,1171.4200000,540978674
RTSI,D,03/02/17,00:00:00,1176.8500000,1190.4000000,1174.2500000,1190.4000000,518183807
RTSI,D,06/02/17,00:00:00,1190.4100000,1196.9900000,1175.3700000,1178.5200000,478423100
RTSI,D,07/02/17,00:00:00,1182.4000000,1182.4000000,1167.2100000,1179.2100000,413776029
RTSI,D,08/02/17,00:00:00,1176.1100000,1176.1100000,1157.8300000,1164.6500000,612630785
RTSI,D,09/02/17,00:00:00,1165.9300000,1171.9800000,1155.2700000,1163.1900000,642795540
RTSI,D,10/02/17,00:00:00,1163.0500000,1169.2000000,1157.2100000,1164.2100000,558025326
RTSI,D,13/02/17,00:00:00,1171.4800000,1180.8100000,1167.3900000,1173.1700000,523287332
RTSI,D,14/02/17,00:00:00,1174.6400000,1179.1900000,1166.5900000,1173.9700000,512628533
RTSI,D,15/02/17,00:00:00,1180.1600000,1180.4100000,1169.4300000,1172.5900000,702158359
RTSI,D,16/02/17,00:00:00,1176.7000000,1179.9600000,1172.1300000,1176.1100000,507412760
